Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Peninsula JE,Horace Greeley SG,Joseph Barquin,Neg,29.4,29.5
Lexington NP,New Orleans Charter Science And Math LD,Parvathy Mohan,Aff,29.5,27.0
Brearley IL,Lexington OO,Nicholas Ford,Neg,29.1,29.5
Northern Valley AC,Harrison AG,Lindsey McNamara,Aff,29.0,28.5
Chaminade OS,Ardsley NN,Denitsa Zvetkova,Aff,30.0,29.9
Edgemont SS,Heritage High AP,Jade Wu,Aff,29.5,29.4
Equality Independent EW,Stratford Prep AM,Andrei Nemoianu,Aff,30.0,27.2
BASIS Scottsdale SS,Hill SM,Ayman Badawy,Aff,29.3,29.2
Mission San Jose ST,Bellevue Youth MT,Aditi Chandra,Aff,26.0,26.5
Walpole SP,Vanguard Independent HK,Reethu Jose,Neg,28.7,28.9
Little Rock Central YH,Dougherty Valley PN,Brixz Gonzaba,Aff,30.0,29.9
Phillips Exeter Independent TH,Brophy CC,Kushagra Mahajan,Aff,28.0,27.0
Flintridge Prep ED,Clovis North ID,Clayton Taylor,Neg,21.5,27.0
Memorial BL,BASIS Chandler AR,Lucky Chiniasye,Aff,30.0,29.5
Brophy KL,Mission San Jose MW,Vernon D'Mello,Aff,30.0,28.0
Westwood AU,Harrison FW,Leah Clark-Villanueva,Neg,29.0,29.1
Harrison PB,Lynbrook AS,Valorie Lam,Neg,28.6,29.6
King DS,Awty International AZ,Jeff Zhang,Neg,29.0,29.2
Dublin Independent SG,Iowa City West VD,Nishant Singh,Aff,27.0,25.0
Golden State AB,Marlborough AK,James Jude,Neg,28.5,28.7
Millburn VS,Strake Jesuit  SA,Jacob Kauffman,Aff,30.0,27.0
Bellevue Youth MY,Greenhill MA,Michelle Luo,Neg,28.5,29.0
Park Vista CN,Lynbrook RT,Nasir Farhat,Aff,29.0,28.7
Pinewood CA,Montgomery Blair OR,Yi Liu,Aff,28.8,28.5
Stratford Prep IJ,Jericho Unaffiliated LL,Cyrus Jackson,Neg,28.9,29.0
Southlake Carroll TB,Equality Independent SJ,Nicholas Santiago,Neg,28.9,29.0
Ridge SK,Veritas Independent TI,Michael Harris,Neg,29.2,29.3
Mustang SY,BASIS Silicon Valley YS,Jerenisha Funchess,Neg,29.0,30.0
Northview JZ,Colorado Academy Independent HJ,Suhani Jampala,Aff,29.5,29.4
ADL VK,BASIS Scottsdale AK,Avery Wilson,Aff,29.1,29.0
San Marino WC,Marlborough SS,Haiet Ashar,Neg,28.6,29.2
American SS,Universe 7 TD,Donhee Ham,Aff,28.5,28.2
Equality Independent JM,Cary Acad AF,Gulom Narmuratov,Neg,28.5,29.5
Strake Jesuit  DV,Northwood NC,Devin Jiang,Aff,29.0,28.9
Lynbrook ST,Gunn SP,Misty Wang,Aff,28.9,28.8
Dougherty Valley MJ,Charlottesville ZF,Jiao Jiao,Neg,28.4,28.5
Woodlands Independent ML,Meadows TB,Elvis Pineda,Neg,29.2,29.6
Awty International DR,Altamont MF,Rose Larson,Aff,29.4,28.6
Golden State SL,Altamont WM,Elizabeth Nicaj,Aff,28.6,28.2
Hamilton GJ,Golden State KB,Shivali Sharma,Aff,24.1,23.9
North Hollywood NV,Peninsula AU,Max Perin,Neg,28.4,28.5
Vanguard Independent AK,Westridge YW,Gilsun Yu,Neg,27.0,29.0
Saratoga DR,New Orleans Charter Science And Math JW,Ruiting Wu,Aff,28.8,28.5
Vanguard Independent SG,San Marino VC,Gloria Jonathan,Neg,25.0,26.0
Regent Legacy LJ,New Orleans Charter Science And Math DN,Muzammil Mushtaq,Aff,27.0,26.0
West HS SLC KS,Lexington RI,Shanker Padidam,Neg,23.0,25.0
Edgemont VS,Marlborough OO,Hao Wang,Neg,28.5,29.0
Clear Lake CW,Horace Greeley CC,Elmer Yang,Neg,29.3,29.4
Golden State IT,Dougherty Valley SV,Briajia Levi,Neg,28.6,28.9
Edgemont AP,Equality Independent BJ,Danielle Sack,Neg,28.9,29.1
Los Alamos EB,BZ AA,Sowmya Krishnamurthy,Aff,29.0,28.5
Mission San Jose AS,BASIS Silicon Valley VP,Abhi Elisetty,Neg,29.5,29.7
Horace Greeley AM,Sharks Independent KW,Sophia Dal Pra,Aff,29.3,29.2
Golden State TR,Lake Highland Prep SA,Lynn Trinh,Neg,27.0,28.0
Strake Jesuit  MZ,BASIS Chandler WI,Sonali Nicola,Aff,29.8,28.9
