Institution,Location,Entry,Code,Mode,Record,hash
Emory,GA/US,Stearns & Tai,Emory TS - ONLINE,1,,cc8e92a08a59fd831ef422e561aa4cb0228ad5e772beeefdcfafb1961ad91034
George Mason,VA/US,Witkov & Wright,George Mason WW - ONLINE,1,,01b4a037e94c64e63f46c63bf6d1e23ef6e4702d89288735b0ad86fc6c28383c
Georgetown,DC/US,Aggarwal & Cowan,Georgetown AC,0,,40cbdfd14b415f339dbd7ffeab2619658679c882f09bd7427c560aa5e0bcbc5d
Georgetown,DC/US,Lastelick & Nanji,Georgetown LN,0,,de22fee965f9ca3f7c089124687ffce776fd5e89441afee151550c16f72b7ef7
Georgetown,DC/US,Perez-Rubio & Tamfu,Georgetown TP,0,,bd681300ca17a41f0a16c3e8963efa8cf3fcaa060dfe7f994d1e2788baddc8e7
Georgia,GA/US,Chapman & Kaidar-Heafetz,Georgia CK,0,,455181582e03abba98a79a716c340fbe58eac21db17ce64894a9a86049f5442b
Gonzaga,WA/US,Roe & Wellman,Gonzaga WR,0,,4689d9df5f744a8b066aa9d013bd7103dff67eaa4c4525677872ebed8415cbe5
Harvard,MA/US,Aoki & Bodet,Harvard AB,0,,713d109d4f145c8231a2603e99eaf83c065e6b6b788dbb79efdf44e7e7df57b6
Harvard,MA/US,Lourenco & Synn,Harvard/Amherst SL,0,,cb27d239a5425438b7b59d6cd6ed1e640a392c7a4c0ca3caff379d14daec9d5a
Iowa,IA/US,Bilicki & Sanderson,Iowa BS - ONLINE,1,,f01eb3c04b658d70cd262966b81c680c614329f68384cffbd1d23741a61611ee
Iowa,IA/US,Eltyeb & Weimar,Iowa EW - ONLINE,1,,8f0a5eedb91fc91f604ca7bb87cd9025bf5cd2a165a09be5086dd1dfd821e541
Iowa,IA/US,Anderson McElligott & Parfenoff,Iowa PA - ONLINE,1,,658fd040cb0a4380aa7954e4323f67acc9b33bc0438d6e1fe6476c0515b9a71f
Iowa,IA/US,Kleiman & Severson,Iowa SK - ONLINE,1,,9978118f4b01f14328fcce54b107a6b6b8df8025ec0eb4e3eeaf39dd2cfbe1a2
Kansas,KS/US,Bath & McConnell,Kansas BM,0,,9d3420edb226ad18f8c0b55aa7f0fd50917c42e49a1728eb58cd90b857b861f2
Kansas,KS/US,Brown & Walawender,Kansas BW,0,,0d084d016924a8a9526c83354fab982bbfd4910acef0eae93a3b086d1aa59960
Kansas,KS/US,Hato & Persinger,Kansas HP - ONLINE,1,,935d516c4c761e7423e0d592d9f767a74689a8df1303ba5f31bf6a7c8cd40390
Kansas,KS/US,Owings & Willingham,Kansas OW,0,,0b8b78583e7e350747698c0fcd12c997ec45d6384721a0957250486ab5d4a0f3
Kansas,KS/US,Larson & Schultz,Kansas SL,0,,f90fa31e0071d2c837f913fd72be7bbcf78ac4f9cb60827add21e8d61bba7b6a
Kansas,KS/US,Shaw & Suleman,Kansas SS,0,,73aab860d534f982fe0d810a1ef77325aa9a2784429f86fba1211fa630aef85b
Kansas,KS/US,Ain & Ulven,Kansas UA,0,,5192f58d4a4815870e6588e8f7611d386bd6347ade4b69e974bcc6f6da9d90b5
Kentucky,KY/US,Gabay & Slish,Kentucky GS,0,,ac5d8738c8afafdc803b3ff146e31b62f15abf1c1a36ccf2f5ccb1a643e425fc
Kentucky,KY/US,Rimpson & Washington,Kentucky RW,0,,dfa59c4df2925a307800adf1be98f8789db1f6f89d6e673ac85a328c974ad906
Liberty,VA/US,Cunningham & Layton,Liberty CL - ONLINE,1,,5b44f9f319086163cad421a066d023e1132a9114298f6d423891a133f490a1a9
Michigan,MI/US,Almand & Moon,Michigan AM,0,,73a08f1e677d3b9b2fff1365736e756dc7005a74311b5db4c035e80e40df5b1a
Michigan,MI/US,Agustin & Ou,Michigan AO,0,,9f8fd3f756e41c3393a18840f8cb3a529dc844a1bb7cfe79e8730152c2b746db
Michigan,MI/US,Barrett & Park,Michigan BP,0,,d30b7d1f1165c53633796489511714cec99c073a442c3d278b75e2121c238e53
Michigan,MI/US,Chamarthy & Chen,Michigan CC,0,,b7dad514f461892153899c318a1aa97d0d7bbfb652f125bc3922078088a4032d
Michigan,MI/US,Cho & Saudek,Michigan CS,0,,dc2efd2af6c965a8a072fcf6c4a58c8b3d94e6574adc11512b259159810d0cfd
Michigan,MI/US,Esmailzadeh & Shetty,Michigan ES,0,,e23292c274fcdbcac1bc23d4b68a3174ddf6adf36863d776d4c551491ddbb96c
Michigan,MI/US,Hwang & McIlhenny,Michigan HM - ONLINE,1,,b0a8a971c7a0aa0b6f23069c9d4c73344263550741aa18ccfe28df82dd6e8595
Michigan,MI/US,Shah & Shih,Michigan SS,0,,574925532b6d4ff165297692fa59a2499231d6d72b76f94e94404023599f5b19
Michigan State,MI/US,Foster & Martin,Michigan State FM - ONLINE,1,,37ccc3e7fc9d42c2164c1379029e0bb36fa7b55bd74fb3ff6cbb6d2e7d7a4d2f
Michigan State,MI/US,Gusis & Lewis,Michigan State GL - ONLINE,1,,afa5e5e133d3d08523f9973a37f8f25e3baebabdb147d3fe6aea9d67ebe5c1e8
Michigan State,MI/US,Gearring & Shehzad,Michigan State GS - ONLINE,1,,31cdc485517416b912015054f5a12742f242e49dfc8cef49728d8944b772a8a9
Michigan State,MI/US,Jarman & Scully,Michigan State JS - ONLINE,1,,02a4ea2b028c1fb1101ab3d506e2d182369c5fc3f04949e266b263c6bf379dcc
Minnesota,MN/US,Haber-Fawcett & Usenov,Minnesota HU,0,,ae6c4a012c02617224f5be72ba5d62cd04d9e687f4e12be174ec78cf4af12fd6
Navy,MD/US,Connor & Rea,Navy CR - ONLINE,1,,a909137e961709acddacfa92bd1657f54e414b6830412f72c562f763aaecef1f
Northwestern,IL/US,Arceo & Hines,Northwestern AH,0,,43d82e0ca3a3e2cc8252484d720274ee69fd057c422769ffe8aaed4890999ad6
Northwestern,IL/US,Arney & Tahirkheli,Northwestern AT,0,,5a3aa36339a442f0085c18e11d22ad644bbef4f1346c4a4dbbf30a9baff406dd
Northwestern,IL/US,Heftman & Peltier,Northwestern HP,0,,dc68d7ec3dfe64b91245e6a78dfdf30a0d19f2e515c550f066d1e29e472cfa02
Northwestern,IL/US,Leonard & Lundberg,Northwestern LL,0,,eee47582cdc1d4ea0e28060774a36130a8d9b55e77480b1caf875c73e86205ef
Northwestern,IL/US,Li & Rubin,Northwestern LR,0,,d1025dc898ac4f1e0055944d4d94ac8492887fd39e05e127d835fd8752c360e0
Northwestern,IL/US,Lee & Weisz,Northwestern LW,0,,93aeb73a4586475755fc80396f1ebcb19a56fe83d76f10f44eb42abd49a971d6
Northwestern,IL/US,Nestor & Patterson,Northwestern NP,0,,50914dabe8e057062130c496292b6ebf91f677be27936bb3ea4197beb5ad6adf
Purdue,IN/US,Hansen & Hawksworth,Purdue HH - ONLINE,1,,2baf391ec20b63e486f9f2a69d28b5ed0e32dd0a31576aee17cd84f53c463a0c
Southern California,CA/US,Bradley & Martin,Southern California BM,0,,601039c3abf51a32f01c659d8010da45c995fb822f9ba6f421748e8b75a6c4a8
Southern California,CA/US,Dollinger & Turner,Southern California DT - ONLINE,1,,a598cf707277b671c08a46adf27cb942d6d1d81a7c5236e7a467bc58f1ac0c05
Southern California,CA/US,Bhadani & Rahman,Southern California RB,0,,d8c01391c642249a628db739d2d87a6870ada41e391fe3980a6a5600a3290944
Southern California,CA/US,Mills & Troup,Southern California TM,0,,8e3b45f9ea479920eaf33c93dd1cdd0b6faede5b2cd66d6b2a319af26013a7f7
Stanford,CA/US,Lai & Yan,Stanford LY - ONLINE,1,,e8a9efaa040f6a2c6025d48c2e795910f309995feab7626f3fc3dd7622c358a8
Texas,TX/US,Feinstein & Low,Texas FL,0,,36a92431aad844c542be3ff764178acc58fc934f8342f895dc625aa8c4ac4965
Texas,TX/US,Gade & Stevenson,Texas GS - ONLINE,1,,9a0bdb262217aa91602bd8ea105869b88ebb74bae06069c7a7c4cc2e713b66d8
Trinity,TX/US,Crowley & Khalikov,Trinity CK - ONLINE,1,,72405d279e336f5b215ba7ae726b98ca8f602575056e88bebaea22d54cad8ee6
Trinity,TX/US,King & Patterson,Trinity KP,0,,f6597d86f51bd0571e63dfa7769f09568b4183b5cd9e554c2cdd2b54124b6804
UC Berkeley,CA/US,Boguslavsky & Urfalian,UC Berkeley BU,0,,f5145466631de62626d2794083d05670efd1c54133d52fe804d0abc2a102e109
UC Berkeley,CA/US,Gilrain-Lennon & Situ,UC Berkeley GS,0,,91da3fb46c024cec610795b4521a650eeac61f2a0ca2d4559ef722695170ff5a
UC Berkeley,CA/US,Menotti & Reichel,UC Berkeley RM,0,,ca5d91637c6bbd316587e14062a3a331690a802a8ee6eb0eae06345e0495f626
UTD,TX/US,D'Antuono & Dickey,UTD DD,0,,b6aaad9d02b8e5715389298850ed4db89b71834bc0d13b97fab3afaec27e2c30
UTD,TX/US,Hoch & Humphrey,UTD HH,0,,f7a324f549c53b8544954266344f249ec2eb6b5d7046640e7d61c64f4dc418e5
UTD,TX/US,Penumetcha & Ravi,UTD PR,0,,7d2ac3f5d9c1d34e5676070a2b65d543516b9d2bfe49e4ab69a142523403821e
Wake Forest,NC/US,Aderibigbe & Brown,Wake Forest AB,0,,b0ab007f9e9dfc0e0f486ed8b73072c25cfc5eefeadb36816cd7a995f1ad39ad
Wake Forest,NC/US,Dingley & Elliott,Wake Forest DE,0,,04f1765f6a1304a942d1244eb52442eb1948f322d56476e2f1e7d969abcf762c
Wake Forest,NC/US,Hale & Namikas,Wake Forest HN - ONLINE,1,,70c31a627e475b5abc94e67355295b2cab92c3e908c64e03694b3e99e38db5aa
Wake Forest,NC/US,Leverett & Wolfe,Wake Forest LW,0,,1ad4b2d818847744cfe715d122c3d2afc0599b4609da49e3ffdadc920ca6f3bb
Wichita State,KS/US,Griffith & Molina Chavez,Wichita State GM - ONLINE,1,,643a2f4d0b299a596023a7002aa0f02c0bbbb265887c9b180b6c8530ed9e32c0
Wyoming,WY/US,Campbell & Hawley,Wyoming CH,0,,2d5cb8a2696c8019322e70dcf3e6be2c2cee1374e0749f4a8f198eb08dc10cb7
Wyoming,WY/US,Widi & Willson,Wyoming WW,0,,1d8b8e25c69135d32ac3a5ffe9b720d36ca326a5ba5b57447d1bae08d2f05a82
