Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Mountain View CS,Marlborough SMo,jason courville,Neg,29.0,29.2
Midtown NF,Gunn IT,Clayton Taylor,Aff,29.5,27.0
Marlborough JG,ModernBrain SP,Nikolai Curtis,Aff,26.0,25.0
Immaculate Heart OA,Awty International AZ,Shreeram Modi,Neg,28.6,28.9
Westwood TG,Harker JS,Vasu Salver,Neg,28.1,28.2
Dougherty Valley PN,ModernBrain JH,Patrick Fox,Aff,28.7,28.5
Heritage High PH,Bakersfield IP,Jyoti Balaji,Neg,28.8,29.0
Kinkaid CM,Marlborough JW,Bob Yang,Aff,29.4,29.2
Marlborough CSa,Peninsula DN,Kavin Kumaravel,Neg,28.1,28.6
Polytechnic EH,ModernBrain MG,Ivan Velazquez,Aff,29.0,28.0
Fairview MZ,Marlborough CM,Aneesh Pothuru,Neg,30.0,29.0
Gabrielino OL,Dougherty Valley AK,Wendy C,Aff,30.0,29.0
Midtown PC,Marlborough DK,Michael Brand,Neg,29.2,29.3
Southlake Carroll SK,Dougherty Valley SV,Justin Wen,Aff,28.5,29.0
Lynbrook OM,Riverside Independent SH,Zhian Xu,Aff,29.4,29.3
Marlborough FM,Loyola MT,jason courville,Neg,28.5,28.9
Westridge EK,Sage Hill AJ,Ivan Velazquez,Neg,29.5,30.0
Loyola TG,Harker SSe,Simone Pisarik,Neg,29.4,29.5
Marlborough CI,North Hollywood NV,Kyle Quinlan,Neg,27.4,27.5
Archbishop Mitty AG,Golden State AB,Adarsh Agrawal,Aff,28.3,28.2
Valley Christian VX,Artistic Fusion Independent KZ,Manank Doshi,Aff,28.6,28.5
Immaculate Heart ES,Harker KA,Sai Karavadi,Aff,29.8,20.0
Isidore Newman BD,Marlborough LF,Nikolai Curtis,Aff,28.0,27.0
St Francis ZC,Dougherty Valley DK,Zaid Umar,Aff,28.7,28.4
ModernBrain JR,Harvard-Westlake SB,Elvis Pineda,Aff,29.5,29.0
Immaculate Heart CM,Harvard-Westlake MR,Shreeram Modi,Neg,28.7,29.0
Marlborough GC,Sage Hill IH,Elodie Szlasa,Neg,28.8,29.0
Flintridge Prep CX,Golden State JM,John Boone,Aff,29.0,27.0
Harker AA,Flintridge Prep IL,Jonathan Meza,Aff,29.7,29.1
Harker EX,Marlborough CS,Saketh Kotapati,Aff,29.2,29.1
Marlborough SK,Bakersfield SB,Hana Hartman,Aff,29.9,30.0
Harker JY,Lynbrook AS,Lucia Patterson,Aff,29.2,29.1
Sonoma AM,Marlborough LS,Manank Doshi,Aff,29.6,29.4
Peninsula JT,ModernBrain GC,John Xu,Neg,28.0,29.0
Marlborough SM,OC Policy Association JS,Michael Brand,Neg,28.6,28.7
Westwood MS,Immaculate Heart MD,Arjun Banerjee,Aff,28.6,28.5
Harker LC,Mountain View AW,Emmelyne Lay,Aff,29.7,29.6
American SS,St Francis WW,Hana Hartman,Neg,27.5,28.0
Marlborough JK,Gunn SP,Nathan Saper,Neg,27.5,29.0
Westridge YW,Isidore Newman CJ,Jeff Zhang,Aff,29.0,28.9
Harker NB,San Marino KH,Avery Wilson,Aff,29.7,29.3
Harvard-Westlake OF,Lynbrook VK,Lucia Patterson,Neg,28.4,28.2
Harker ASa,Dougherty Valley SL,Avery Wilson,Aff,29.5,29.2
Marlborough SS,Immaculate Heart NH,Ethan Chen,Aff,29.7,29.6
Sharks Independent JZ,BASIS Silicon Valley YS,Saketh Kotapati,Neg,29.9,30.0
Loyola LA,Los Altos NM,Adarsh Agrawal,Aff,28.9,28.8
Harvard-Westlake EG,Harker ASi,Gerard Grigsby,Aff,28.9,27.5
San Marino EC,ModernBrain AH,Sarah Liebowitz,Aff,29.0,28.9
Immaculate Heart CJ,Peninsula JE,Stephen Lewis,Neg,28.8,29.0
Harker AS,Bellevue JS,Emmelyne Lay,Aff,29.4,29.3
Evergreen Valley SK,Marlborough AM,Alan Fishman,Neg,29.9,30.0
Evergreen Valley AA,Harker APu,Reethu Jose,Aff,28.7,28.5
