Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Bronx Science LS,Stuyvesant KS,Tom Evnen,Aff,29.5,29.3
Cary Acad RP,Harrison FW,Nate Watkins,Aff,29.7,29.6
Fort Lauderdale CH,Woodrow Wilson BC,Aaron Yi,Aff,27.3,27.1
Mountain Brook WR,Edgemont AP,Jordan Brown,Neg,29.2,29.6
Stuyvesant MY,Southlake Carroll IM,Neil Buhl,Aff,29.6,29.2
Denver East FN,American Heritage Broward JC,Naresh Rajanna,Aff,28.5,28.3
Eden Prairie SP,Cherokee Trail SA,Aaron Yi,Aff,28.2,28.1
Wheatley AM,Northland Christian LM,Kumail Zaidi,Neg,29.4,29.5
West Boca Raton DS,Strake Jesuit  SH,Kaitlyn Ernst,Neg,25.1,25.2
Park Vista CN,New York State Independent AS,Kensho Nishio,Neg,28.9,29.1
Madison Central AA,Phillips Exeter KG,Kaitlyn Ernst,Neg,27.3,28.1
Edgemont SS,Lake Travis AS,Kensho Nishio,Neg,28.3,28.4
American Heritage Broward MC,Bridgewater Raritan MY,Allison Flemister,Aff,29.3,28.4
Waring MB,Bronx Science GG,Jacob Smith,Aff,29.1,28.8
Strake Jesuit  AY,Palo Verde ZB,Blake Ziegler,Aff,28.8,28.0
Bronx Science KL,Horace Greeley CC,Saied Beckford,Aff,29.5,29.3
Randolph RS,Independent MHK CK,Ravi Sitwala,Neg,26.5,26.6
Chaminade AP,Clark Advanced Learning Center MG,Aimee Saunders,Aff,29.0,28.8
Lake Highland Prep NA,Strake Jesuit  JW,Kush Vijapure,Aff,29.3,29.1
Harrison AGa,Hill JG,Deena McNamara,Aff,29.0,28.0
Pine View PB,Ridge AM,Rose Larson,Neg,28.3,28.6
Chaminade AS,Bronx Science AT,Coby Hoffman,Aff,29.0,28.0
Ridge AB,Cypress Springs AH,Charles Zenhausern,Aff,29.3,29.0
Lexington KZ,American Heritage Broward ES,Deena McNamara,Neg,29.0,30.0
Southern Lehigh AH,Stuyvesant YL,Madhavi Chikka,Neg,27.5,28.0
Fordham Prep OB,Phillips Exeter AD,Joey Antonelli,Neg,28.5,29.0
Phillips Exeter RQ,Elkins SS,Ayman Badawy,Neg,29.4,29.5
American Heritage Broward JX,Westlake MH,Kush Vijapure,Aff,29.8,29.0
Walt Whitman SC,Harrison KI,Jyoti Pathak,Aff,29.5,29.2
Northland Christian LH,Harrison JB,Osmane Sanogo,Neg,28.2,28.5
Bridgewater Raritan PM,Scarsdale AS,Anu Harindran,Neg,26.0,26.5
American Heritage Broward JG,McDowell TK,Chris Castillo,Aff,28.5,28.0
Phillips Exeter TH,Palo Alto YZ,Chansey Agler,Neg,28.8,28.9
Chapin MK,Boston Latin AH,Henry Ediger,Aff,28.6,28.5
