Institution,Location,Entry,Code,Mode,Status,Record,hash
Gonzaga,WA/US,Weinhardt & Wellman,Gonzaga WW,0,,,28a026876650a872f444a280c44e917fd30ea2d0da43c14ee5d79b4c4b318f3e
Harvard,MA/US,Aoki & Bodet,Harvard AB,0,,,713d109d4f145c8231a2603e99eaf83c065e6b6b788dbb79efdf44e7e7df57b6
Harvard,MA/US,Deshpande & Sridharan,Harvard DS,0,,,8c4664c3e85a0cc4bb1c69cde884bb15c41d1aca2312797acc7872f0bc6138ec
Houston,TX/US,Fernandez & Ibarra,Houston IF,0,,,d235db768d14aa329f1a37dc64c210ff64b9b48784eb6722e1201c9e52ef83c3
Houston,TX/US,Hendrix & Macasaet,Houston MH,0,,,69c1a612423f192be0d41a53dd90125102067f3cf6b81ce306a7f4c3a4af8f4f
Indiana,IN/US,Fish & Truemper,Indiana TF,0,,,523398fee3c47263deb3c956dd05b15d650c3df156b872a84ed45ddb06345cf1
Iowa,IA/US,Anderson McElligott & Parfenoff,Iowa AP,0,,,658fd040cb0a4380aa7954e4323f67acc9b33bc0438d6e1fe6476c0515b9a71f
Iowa,IA/US,Eltyeb & Weimar,Iowa EW,0,,,8f0a5eedb91fc91f604ca7bb87cd9025bf5cd2a165a09be5086dd1dfd821e541
James Madison,VA/US,Kardos & Pinto,James Madison KP,0,,,f831492d7129433a3577772f046025ca6c9cf5a7bd9255606a3a50f7faa44634
James Madison,VA/US,Matzen & Oehler,James Madison OM,0,,,f4044ea855783d57774881362f5ff016962d80acf681e90f4087d3e441fe48ac
Kansas,KS/US,Ain & Ulven,Kansas AU - WL6,0,WL,,5192f58d4a4815870e6588e8f7611d386bd6347ade4b69e974bcc6f6da9d90b5
Kansas,KS/US,Hato & Persinger,Kansas HP,0,,,935d516c4c761e7423e0d592d9f767a74689a8df1303ba5f31bf6a7c8cd40390
Kansas,KS/US,Larson & Schultz,Kansas SL,0,,,f90fa31e0071d2c837f913fd72be7bbcf78ac4f9cb60827add21e8d61bba7b6a
Kansas State,KS/US,Draeger & Spurlock,Kansas State DS,0,,,fe4e1989edcb266d3e1abc2f22c1d6179bfba6825e33f4eb6362100f503ec286
Kansas State,KS/US,Day & Robertson,Kansas State RD,0,,,1c3e52e1cef514f9341477a110db4f3fc7dd61e9c48dbdf9616f0bd97c853b7c
Kansas,KS/US,Owings & Willingham,Kansas WO,0,,,0b8b78583e7e350747698c0fcd12c997ec45d6384721a0957250486ab5d4a0f3
Kentucky,KY/US,Gabay & Slish,Kentucky GS,0,,,ac5d8738c8afafdc803b3ff146e31b62f15abf1c1a36ccf2f5ccb1a643e425fc
Kentucky,KY/US,Rimpson & Schedler,Kentucky SR,0,,,d6177aa0817fc43cd7b34acaf95158f5d49ed0570b0c7d7c2b1b7c2873f4f0c7
Liberty,VA/US,Cunningham & Layton,Liberty CL,0,,,5b44f9f319086163cad421a066d023e1132a9114298f6d423891a133f490a1a9
Liberty,VA/US,Soares & Spencer,Liberty SS,0,,,6b4a3eba752977e6422125dc6346b61f977b040741ff6c44af0094ef3918f364
Macalester,MN/US,Harrison & Kochel,Macalester HK,0,,,5eb2e6c6bd1a624fb3776673991e197198379ab40b652888dd7f6504b1bb8c44
"Massachusetts, Amherst",MA/US,Levitan & Moussavou,"Massachusetts, Amherst LM",0,,,c7bff30313e90b1804aeb51f86075e8d80f04f8c4e08daffb1498f8b6fbf9fbd
Michigan,MI/US,Barrett & Park,Michigan BP,0,,,d30b7d1f1165c53633796489511714cec99c073a442c3d278b75e2121c238e53
Michigan,MI/US,Esmailzadeh & Shetty,Michigan ES,0,,,e23292c274fcdbcac1bc23d4b68a3174ddf6adf36863d776d4c551491ddbb96c
Michigan,MI/US,Shah & Shih,Michigan SS,0,,,574925532b6d4ff165297692fa59a2499231d6d72b76f94e94404023599f5b19
Michigan State,MI/US,Foster & Martin,Michigan State FM,0,,,37ccc3e7fc9d42c2164c1379029e0bb36fa7b55bd74fb3ff6cbb6d2e7d7a4d2f
Michigan State,MI/US,Gusis & Lewis,Michigan State GL,0,,,afa5e5e133d3d08523f9973a37f8f25e3baebabdb147d3fe6aea9d67ebe5c1e8
Michigan State,MI/US,Gearring & Shehzad,Michigan State GS,0,,,31cdc485517416b912015054f5a12742f242e49dfc8cef49728d8944b772a8a9
Minnesota,MN/US,Haber-Fawcett & Usenov,Minnesota HU,0,,,ae6c4a012c02617224f5be72ba5d62cd04d9e687f4e12be174ec78cf4af12fd6
MoState,MO/US,DeAngelis & Neal,MoState DN,0,,,e6239ff5ab65241f1fa481451f39896ba67499adbdcbd78112b542fd5f19094e
MoState,MO/US,Neal & Siever,MoState NS,0,,,8850b9f78ad32cda97f5c847138991ed17510c657ed9d47c8e91955edffe144f
Navy,MD/US,Lawrence & Satterfield,Navy LS,0,,,c919581e493d7fea0a1842a282ff640d601404368540af72487efdfa8958f798
North Texas,TX/US,Bowman & Vargas,North Texas VB,0,,,f10df5280cda97778a4d247f7de57b1396f957fca3b37438509687478f3ef9f0
Northern Iowa,IA/US,Chapman & Doyle,Northern Iowa CD,0,,,c2ece1b8d459241c11ad777922142349e3be083cd71af2ba5ba112877e3a3b34
Northwestern,IL/US,Arney & Tahirkheli,Northwestern AT,0,,,5a3aa36339a442f0085c18e11d22ad644bbef4f1346c4a4dbbf30a9baff406dd
Northwestern,IL/US,Li & Rubin,Northwestern LR,0,,,d1025dc898ac4f1e0055944d4d94ac8492887fd39e05e127d835fd8752c360e0
Northwestern,IL/US,Pacconi & Souchet,Northwestern PS,0,,,63e783772ac6ff0247748be030980bb359455c985af652fb6b5343bc5e3ed166
NYU,NY/US,Jain & Theiding,NYU JT,0,,,b38b81c7b58f67e050f0ed296d5e3b09e04f155501b5d5cb02a8e7959e6a39d5
NYU,NY/US,Makinde & Saigal,NYU MS,0,,,c339df06fdfccd2a1dd8a3b71b395142639a1ba795ccfc1602d826ce21008526
Oklahoma,OK/US,Duncan & Fulkerson,Oklahoma DF,0,,,1174c4fd8ff0e975a404abe620c57181f88ace54fc66e4220108bb0021a5ac17
Samford,AL/US,Alexander & Setzler,Samford AS,0,,,04af806035cc780b5c40a12021921cca16b687a8870c8d56b438c5194496815c
Southern California,CA/US,Bradley & Martin,Southern California MB,0,,,601039c3abf51a32f01c659d8010da45c995fb822f9ba6f421748e8b75a6c4a8
Southern California,CA/US,Bhadani & Rahman,Southern California RB,0,,,d8c01391c642249a628db739d2d87a6870ada41e391fe3980a6a5600a3290944
Texas,TX/US,Feinstein & Low,Texas FL,0,,,36a92431aad844c542be3ff764178acc58fc934f8342f895dc625aa8c4ac4965
Texas,TX/US,Gade & Stevenson,Texas GS,0,,,9a0bdb262217aa91602bd8ea105869b88ebb74bae06069c7a7c4cc2e713b66d8
Towson,MD/US,Darden & Persaud,Towson DP,0,,,d25a4a123b84a5475d4c52923463777de811aac6c861122802d7cff67c4d4839
Trinity,TX/US,King & Patterson,Trinity KP,0,,,f6597d86f51bd0571e63dfa7769f09568b4183b5cd9e554c2cdd2b54124b6804
UC Berkeley,CA/US,Boguslavsky & Urfalian,UC Berkeley BU,0,,,f5145466631de62626d2794083d05670efd1c54133d52fe804d0abc2a102e109
UC Berkeley,CA/US,Menotti & Reichel,UC Berkeley MR,0,,,ca5d91637c6bbd316587e14062a3a331690a802a8ee6eb0eae06345e0495f626
UT San Antonio,TX/US,Carrillo & Garza,UT San Antonio CG,0,,,b3cee6cb32b33eafa163687a21a9959aa9cf62ac1bd6fe824d501f1a5d2e3fc3
UTD,TX/US,D'Antuono & Dickey,UTD DD,0,,,b6aaad9d02b8e5715389298850ed4db89b71834bc0d13b97fab3afaec27e2c30
UTD,TX/US,Hale & Karthik,UTD KH,0,,,a3f13fae4a06221597534bebaf20a68311c4f01f9cc561c827e5ae2870ece5a9
UTD,TX/US,Penumetcha & Ravi,UTD RP,0,,,7d2ac3f5d9c1d34e5676070a2b65d543516b9d2bfe49e4ab69a142523403821e
Wake Forest,NC/US,Dingley & Elliott,Wake Forest DE,0,,,04f1765f6a1304a942d1244eb52442eb1948f322d56476e2f1e7d969abcf762c
Wake Forest,NC/US,Leverett & Wolfe,Wake Forest LW,0,,,1ad4b2d818847744cfe715d122c3d2afc0599b4609da49e3ffdadc920ca6f3bb
West Georgia,GA/US,Kennon & Missell,West Georgia KM,0,,,4baf69e0fcb65aa6ec6951ea6b1bfd905a27131c5b4a26c52306a6553ac66c45
West Point,NY/US,Opron & Song,West Point OS,0,,,2fc9e9aff1c345f61b0b5c6a8984a107c98f64dc18741a2d816f0341e0539ca0
Western Kentucky,KY/US,Fournier & Ney,Western Kentucky FN,0,,,848e21a480a904f1e85873386cd999741837b6dfa6132755378104ba8c4a7e63
Western Kentucky,KY/US,Schintgen & StPeter,Western Kentucky SS,0,,,adf0b4505edd96a0d88e2898c061f63062cea30a904a4a50dfc430c4effa17cc
Wichita State,KS/US,Griffith & Molina Chavez,Wichita State MG,0,,,643a2f4d0b299a596023a7002aa0f02c0bbbb265887c9b180b6c8530ed9e32c0
Wyoming,WY/US,Campbell & Hawley,Wyoming CH,0,,,2d5cb8a2696c8019322e70dcf3e6be2c2cee1374e0749f4a8f198eb08dc10cb7
